Gene name,Chromosome,Orientation,Left ORF border,Right ORF border,Left txn border,Right txn border,ORF length,Left UTR,Right UTR
SPAC15F9.02,chromosome1,+,2399421,2400535,2399421,2400654,1114,0,119
SPAC15F9.03c ,chromosome1,-,2400960,2401572,2400870,2401572,612,90,0
SPAC16.01,chromosome1,+,4423002,4424176,4422730,NA,1174,272,NA
SPAC16.02c,chromosome1,-,4425250,4426965,4424706,4426967,1715,544,2
SPAC16.03c ,chromosome1,-,4427715,4428805,4427514,4428838,1090,201,33
SPAC16.04 ,chromosome1,+,4429684,4431585,4429656,4431699,1901,28,114
SPAC16.05c ,chromosome1,-,4432304,4433632,4431916,4434498,1328,388,866
SPAC1610.01,chromosome1,+,1790625,1791278,1790537,1791278,653,88,0
SPAC1610.02c ,chromosome1,-,1791482,1792243,1791482,1792460,761,0,217
SPAC1610.03c,chromosome1,-,1792593,1794972,NA,NA,2379,NA,NA
SPAC1610.04,chromosome1,+,1796300,1797880,1796091,1797963,1580,209,83
SPAC1635.01 ,chromosome1,+,4649258,4650106,4649109,4650261,848,149,155
SPAC1639.01c ,chromosome1,-,251726,253630,NA,NA,1904,NA,NA
SPAC1639.02c,chromosome1,-,256030,259406,255817,259448,3376,213,42
SPAC167.01,chromosome1,-,1559466,1562734,1559466,1563472,3268,0,738
SPAC167.02,chromosome1,-,1557147,1558321,1557147,1558493,1174,0,172
SPAC167.03c,chromosome1,+,1555134,1557083,1555026,1557115,1949,108,32
SPAC167.04 ,chromosome1,-,1554001,1554791,1553651,1554807,790,350,16
SPAC167.05,chromosome1,-,1551408,1553213,1551120,1553266,1805,288,53
SPAC167.06c,chromosome1,+,1550133,1550498,1550076,1550683,365,57,185
SPAC167.07c ,chromosome1,+,1546504,1549695,1546282,1549858,3191,222,163
SPAC167.08,chromosome1,-,1564216,1568217,NA,NA,4001,NA,NA
SPAC167.09,chromosome1,+,1558670,1559147,NA,NA,477,NA,NA
SPAC1687.01,chromosome1,+,903101,903676,903055,903828,575,46,152
SPAC1687.02 ,chromosome1,+,904266,905132,904045,NA,866,221,NA
SPAC1687.03c ,chromosome1,-,905129,906355,905092,906355,1226,37,0
SPAC1687.04,chromosome1,+,906884,908433,906851,NA,1549,33,NA
SPAC1687.05,chromosome1,+,908839,911074,NA,NA,2235,NA,NA
SPAC1687.06c ,chromosome1,-,911274,911678,911252,911692,404,22,14
SPAC1687.07,chromosome1,+,913657,914031,NA,NA,374,NA,NA
SPAC1687.08,chromosome1,+,914328,914618,NA,NA,290,NA,NA
SPAC1687.09,chromosome1,+,915092,919231,914991,919667,4139,101,436
SPAC1687.10,chromosome1,+,919973,922010,919940,922032,2037,33,22
SPAC1687.11 ,chromosome1,+,922314,924960,922306,925001,2646,8,41
SPAC1687.12c ,chromosome1,-,925212,926245,925111,NA,1033,101,NA
SPAC1687.13c,chromosome1,-,926501,927571,926486,927640,1070,15,69
SPAC1687.14c,chromosome1,-,928213,928443,927806,928795,230,407,352
SPAC1687.15,chromosome1,+,929939,931631,929841,932095,1692,98,464
SPAC1687.16c ,chromosome1,-,933052,933954,932535,933965,902,517,11
SPAC1687.17c ,chromosome1,-,935249,935989,935012,936001,740,237,12
SPAC1687.18c,chromosome1,-,936271,938107,936222,938107,1836,49,0
SPAC1687.19c ,chromosome1,-,938448,939759,938421,NA,1311,27,NA
SPAC1687.20c,chromosome1,-,939871,941889,NA,941889,2018,NA,0
SPAC1687.21 ,chromosome1,+,942240,943166,942217,943207,926,23,41
SPAC1687.22c ,chromosome1,-,943625,945927,943372,946890,2302,253,963
SPAC1687.23c,chromosome1,-,929159,929473,NA,NA,314,NA,NA
SPAC16A10.01,chromosome1,+,3077676,3080168,NA,3080344,2492,NA,176
SPAC16A10.02,chromosome1,+,3081012,3081472,3081002,3082320,460,10,848
SPAC16A10.03c ,chromosome1,-,3081568,3084244,3080560,3086008,2676,1008,1764
SPAC16A10.04,chromosome1,+,3087038,3088044,3087038,3088536,1006,0,492
SPAC16A10.05c,chromosome1,-,3089053,3089310,3088867,3089362,257,186,52
SPAC16A10.06c,chromosome1,-,3089583,3090697,3089583,3090735,1114,0,38
SPAC16A10.07c,chromosome1,-,3091237,3093228,3091176,3093228,1991,61,0
SPAC16A10.08c,chromosome1,-,3093973,3094885,3093708,NA,912,265,NA
SPAC16C9.01c,chromosome1,-,790884,792168,NA,792233,1284,NA,65
SPAC16C9.02c ,chromosome1,-,792689,793760,792561,793826,1071,128,66
SPAC16C9.03 ,chromosome1,+,795084,796580,795038,796740,1496,46,160
SPAC16C9.04c ,chromosome1,-,796993,798600,796993,798778,1607,0,178
SPAC16C9.05,chromosome1,+,799550,800764,799380,800978,1214,170,214
SPAC16C9.06c ,chromosome1,-,801310,804087,801195,804111,2777,115,24
SPAC16C9.07,chromosome1,+,804996,807506,804662,807633,2510,334,127
SPAC16E8.01 ,chromosome1,+,3499049,3503457,3499049,3503841,4408,0,384
SPAC16E8.02,chromosome1,+,3504261,3505014,3504068,NA,753,193,NA
SPAC16E8.03 ,chromosome1,+,3505144,3505580,3505109,3505657,436,35,77
SPAC16E8.04c ,chromosome1,-,3506031,3506845,3505657,3506981,814,374,136
SPAC16E8.05c,chromosome1,-,3507605,3508277,NA,NA,672,NA,NA
SPAC16E8.06c ,chromosome1,-,3508646,3510007,3508570,3510112,1361,76,105
SPAC16E8.07c ,chromosome1,-,3510419,3512889,3510283,3513026,2470,136,137
SPAC16E8.08,chromosome1,+,3514029,3514894,3514019,3515173,865,10,279
SPAC16E8.09,chromosome1,+,3515830,3518526,3515561,3518692,2696,269,166
SPAC16E8.10c ,chromosome1,-,3518894,3519760,3518894,3519846,866,0,86
SPAC16E8.11c ,chromosome1,-,3520542,3522120,3520294,3522375,1578,248,255
SPAC16E8.12c,chromosome1,-,3523136,3524098,NA,NA,962,NA,NA
SPAC16E8.13 ,chromosome1,+,3525304,3526947,3525291,3526947,1643,13,0
SPAC16E8.14c,chromosome1,-,3527156,3528141,3527051,3528157,985,105,16
SPAC16E8.15,chromosome1,+,3528159,3529017,3528159,3529415,858,0,398
SPAC16E8.16,chromosome1,+,3530337,3531503,3530337,3532006,1166,0,503
SPAC16E8.17c ,chromosome1,-,3532418,3533413,3532280,3533547,995,138,134
SPAC16E8.18,chromosome1,-,3522650,3522973,NA,NA,323,NA,NA
SPAC1705.02,chromosome1,+,1568863,1569303,NA,NA,440,NA,NA
SPAC1705.03c,chromosome1,-,1569995,1571260,1569601,1571581,1265,394,321
SPAC1751.01c,chromosome1,-,378192,380354,377915,381382,2162,277,1028
SPAC1751.02c ,chromosome1,-,385755,386149,NA,NA,394,NA,NA
SPAC1751.03,chromosome1,+,386344,387786,386275,387816,1442,69,30
SPAC1751.04,chromosome1,+,384627,385220,384185,385398,593,442,178
SPAC1782.01 ,chromosome1,+,4755007,4760046,NA,4760096,5039,NA,50
SPAC1782.02c,chromosome1,-,4760301,4760886,4760104,4761088,585,197,202
SPAC1782.03,chromosome1,+,4761807,4762874,4761695,4762908,1067,112,34
SPAC1782.04 ,chromosome1,+,4763079,4763648,4763069,4764112,569,10,464
SPAC1782.05 ,chromosome1,+,4764449,4765507,4764447,4765711,1058,2,204
SPAC1782.06c,chromosome1,-,4765966,4766814,4765651,4766814,848,315,0
SPAC1782.07,chromosome1,+,4767110,4767725,4767085,4767856,615,25,131
SPAC1782.08c ,chromosome1,-,4767907,4769529,4767907,NA,1622,0,NA
SPAC1782.09c,chromosome1,-,4769991,4771659,NA,4771708,1668,NA,49
SPAC1782.10c,chromosome1,-,4772682,4773146,4772032,4773146,464,650,0
SPAC1782.11,chromosome1,+,4773792,4774506,4773687,4774561,714,105,55
SPAC1782.12c,chromosome1,-,4774686,4775194,NA,NA,508,NA,NA
SPAC1783.01,chromosome1,+,2187554,2189305,2187251,2189342,1751,303,37
SPAC1783.02c ,chromosome1,-,2189507,2190674,2189396,2190826,1167,111,152
SPAC1783.03,chromosome1,+,2191008,2192063,2190880,NA,1055,128,NA
SPAC1783.04c,chromosome1,-,2192109,2193481,2192092,2193631,1372,17,150
SPAC1783.05,chromosome1,+,2195017,2199138,2194842,2199297,4121,175,159
SPAC1783.06c ,chromosome1,-,2199448,2199964,NA,2200122,516,NA,158
SPAC1783.07c,chromosome1,-,2200589,2202247,2200560,2202981,1658,29,734
SPAC1783.08c ,chromosome1,-,2203741,2204346,2203695,2204355,605,46,9
SPAC1786.01c ,chromosome1,-,3028233,3030323,3028145,3030455,2090,88,132
SPAC1786.02 ,chromosome1,+,3034882,3036816,3034139,3037167,1934,743,351
SPAC1786.03,chromosome1,+,3037718,3039565,3037718,3040850,1847,0,1285
SPAC1786.04,chromosome1,-,3033581,3033916,NA,NA,335,NA,NA
SPAC17A2.01,chromosome1,+,3550152,3551732,3549219,3551856,1580,933,124
SPAC17A2.02c,chromosome1,-,3552867,3553739,3552358,3554117,872,509,378
SPAC17A2.03c ,chromosome1,-,3555271,3556345,3554552,3556538,1074,719,193
SPAC17A2.04c ,chromosome1,-,3557047,3558123,3557029,3558183,1076,18,60
SPAC17A2.05 ,chromosome1,+,3560731,3562587,3560548,3562856,1856,183,269
SPAC17A2.06c ,chromosome1,-,3563011,3566829,3563011,NA,3818,0,NA
SPAC17A2.07c,chromosome1,-,3567223,3567858,NA,3567861,635,NA,3
SPAC17A2.08c,chromosome1,-,3568267,3569079,3568087,3569079,812,180,0
SPAC17A2.09c,chromosome1,-,3570447,3572345,3570007,NA,1898,440,NA
SPAC17A2.10c,chromosome1,-,3574995,3575687,NA,NA,692,NA,NA
SPAC17A2.11,chromosome1,+,3577109,3577762,NA,NA,653,NA,NA
SPAC17A2.12 ,chromosome1,+,3580223,3582916,3579575,3582933,2693,648,17
SPAC17A2.13c,chromosome1,-,3583250,3584779,3583150,3584805,1529,100,26
SPAC17A2.14,chromosome1,+,3586435,3588288,3586182,3588651,1853,253,363
SPAC17A2.15,chromosome1,+,3569155,3569511,NA,NA,356,NA,NA
SPAC17A5.01 ,chromosome1,+,1750093,1752993,1749891,1753080,2900,202,87
SPAC17A5.02c,chromosome1,-,1754033,1755638,NA,NA,1605,NA,NA
SPAC17A5.03,chromosome1,+,1756109,1757275,NA,1757315,1166,NA,40
SPAC17A5.04c,chromosome1,-,1757593,1759202,NA,NA,1609,NA,NA
SPAC17A5.05c,chromosome1,-,1759628,1760371,NA,NA,743,NA,NA
SPAC17A5.06,chromosome1,+,1761787,1764201,1761552,1764303,2414,235,102
SPAC17A5.07c ,chromosome1,-,1764336,1766695,1764302,1766721,2359,34,26
SPAC17A5.08 ,chromosome1,+,1767787,1768419,NA,1768593,632,NA,174
SPAC17A5.09c ,chromosome1,-,1769088,1770020,1768811,1770077,932,277,57
SPAC17A5.10,chromosome1,+,1770191,1770865,1770131,NA,674,60,NA
SPAC17A5.11,chromosome1,+,1772925,1774203,NA,NA,1278,NA,NA
SPAC17A5.12,chromosome1,+,1774258,1776351,NA,NA,2093,NA,NA
SPAC17A5.13 ,chromosome1,+,1776500,1777371,NA,NA,871,NA,NA
SPAC17A5.14,chromosome1,+,1778549,1782623,1778493,1782670,4074,56,47
SPAC17A5.15c ,chromosome1,-,1782935,1785085,1782935,1785147,2150,0,62
SPAC17A5.16,chromosome1,+,1786438,1789692,1786412,1790150,3254,26,458
SPAC17A5.18c,chromosome1,-,1753207,1753659,NA,NA,452,NA,NA
SPAC17C9.01c,chromosome1,+,4498132,4500280,NA,4500331,2148,NA,51
SPAC17C9.02c,chromosome1,+,4496970,4497789,4496759,NA,819,211,NA
SPAC17C9.03,chromosome1,-,4492093,4496304,4491975,4496540,4211,118,236
SPAC17C9.05c,chromosome1,+,4490536,4491614,4490378,NA,1078,158,NA
SPAC17C9.06 ,chromosome1,-,4488784,4490292,4488616,4490376,1508,168,84
SPAC17C9.07 ,chromosome1,-,4486562,4488067,4486362,4488122,1505,200,55
SPAC17C9.08,chromosome1,-,4484835,4485994,NA,NA,1159,NA,NA
SPAC17C9.09c ,chromosome1,+,4484078,4484466,4483996,4484603,388,82,137
SPAC17C9.10,chromosome1,-,4481960,4482775,4481857,4483065,815,103,290
SPAC17C9.11c,chromosome1,+,4480905,4481930,4480905,4482185,1025,0,255
SPAC17C9.12 ,chromosome1,-,4478642,4479911,4478332,4479931,1269,310,20
SPAC17C9.13c,chromosome1,+,4477850,4478638,4477511,4478830,788,339,192
SPAC17C9.14 ,chromosome1,-,4475870,4476710,4475857,4476849,840,13,139
SPAC17C9.15c,chromosome1,+,4475290,4475574,4475257,4476465,284,33,891
SPAC17C9.16c ,chromosome1,+,4472611,4474259,4472557,4474595,1648,54,336
SPAC17D4.01 ,chromosome1,+,4723018,4724400,4722810,4724625,1382,208,225
SPAC17D4.02,chromosome1,+,4724803,4726760,4724786,4726770,1957,17,10
SPAC17D4.03c,chromosome1,-,4726860,4729058,4726824,4729300,2198,36,242
SPAC17D4.04 ,chromosome1,+,4729888,4731897,4729848,4732053,2009,40,156
SPAC17G6.02c ,chromosome1,-,3588975,3589949,3588708,NA,974,267,NA
SPAC17G6.03,chromosome1,+,3593055,3594962,3592942,3594975,1907,113,13
SPAC17G6.04c,chromosome1,-,3595197,3596345,3593112,NA,1148,2085,NA
SPAC17G6.05c ,chromosome1,-,3596472,3598799,NA,NA,2327,NA,NA
SPAC17G6.06 ,chromosome1,+,3599103,3599576,3599103,3599760,473,0,184
SPAC17G6.07c ,chromosome1,-,3600187,3600855,NA,3600971,668,NA,116
SPAC17G6.08 ,chromosome1,+,3601879,3603489,3601742,3603671,1610,137,182
SPAC17G6.09 ,chromosome1,+,3604092,3604913,3604059,3605487,821,33,574
SPAC17G6.10 ,chromosome1,+,3605798,3607381,3605651,3607410,1583,147,29
SPAC17G6.11c ,chromosome1,-,3607829,3609739,3607467,3610162,1910,362,423
SPAC17G6.12,chromosome1,+,3612124,3614883,3612082,NA,2759,42,NA
SPAC17G6.13,chromosome1,+,3615626,3616927,NA,3617038,1301,NA,111
SPAC17G6.14c,chromosome1,-,3617541,3618845,3617140,3618852,1304,401,7
SPAC17G6.15c ,chromosome1,-,3619344,3620626,3619183,3620668,1282,161,42
SPAC17G6.16c,chromosome1,-,3621007,3623644,3620829,3623644,2637,178,0
SPAC17G6.17,chromosome1,+,3623869,3625077,3623742,3625170,1208,127,93
SPAC17G8.01c ,chromosome1,-,2341346,2343756,2341251,2343947,2410,95,191
SPAC17G8.02 ,chromosome1,+,2344815,2345807,2344552,2345982,992,263,175
SPAC17G8.03c,chromosome1,-,2346432,2347031,2346089,2347246,599,343,215
SPAC17G8.04c,chromosome1,-,2348552,2349270,2348345,2349338,718,207,68
SPAC17G8.05 ,chromosome1,+,2350408,2351019,NA,NA,611,NA,NA
SPAC17G8.06c ,chromosome1,-,2351371,2353167,2351098,2353352,1796,273,185
SPAC17G8.07 ,chromosome1,+,2354401,2355054,2354122,2355110,653,279,56
SPAC17G8.08c,chromosome1,-,2355348,2356482,2355333,2356541,1134,15,59
SPAC17G8.09,chromosome1,+,2357361,2357931,NA,NA,570,NA,NA
SPAC17G8.10c,chromosome1,-,2358570,2359373,2358137,2359896,803,433,523
SPAC17G8.11c ,chromosome1,-,2360443,2361513,2360392,2361877,1070,51,364
SPAC17G8.12,chromosome1,+,2363568,2365394,NA,NA,1826,NA,NA
SPAC17G8.13c,chromosome1,-,2365447,2366833,NA,2366882,1386,NA,49
SPAC17G8.14c,chromosome1,-,2367405,2370556,2367322,2370567,3151,83,11
SPAC17H9.01,chromosome1,+,2000985,2004593,2000746,NA,3608,239,NA
SPAC17H9.02 ,chromosome1,+,2004838,2007930,NA,NA,3092,NA,NA
SPAC17H9.03c,chromosome1,-,2008149,2008841,2008116,2009105,692,33,264
SPAC17H9.04c,chromosome1,-,2009905,2011719,2009437,2011855,1814,468,136
SPAC17H9.05 ,chromosome1,+,2012932,2013933,2012846,2014608,1001,86,675
SPAC17H9.06c,chromosome1,-,2014206,2016138,NA,2016313,1932,NA,175
SPAC17H9.07 ,chromosome1,+,2016385,2016941,2016368,2017466,556,17,525
SPAC17H9.08 ,chromosome1,+,2018369,2019349,NA,NA,980,NA,NA
SPAC17H9.09c,chromosome1,-,2019758,2020488,2019500,2020602,730,258,114
SPAC17H9.10c,chromosome1,-,2021224,2024442,2021040,2024618,3218,184,176
SPAC17H9.11 ,chromosome1,+,2025335,2025760,2025220,2025880,425,115,120
SPAC17H9.12c ,chromosome1,-,2026163,2026963,2025993,2026982,800,170,19
SPAC17H9.13c ,chromosome1,-,2027344,2028752,2027200,2028853,1408,144,101
SPAC17H9.14c,chromosome1,-,2029229,2030308,2029182,2030393,1079,47,85
SPAC17H9.16 ,chromosome1,+,2031213,2031708,2031108,2032097,495,105,389
SPAC17H9.17c ,chromosome1,-,2032009,2033228,2032009,2033308,1219,0,80
SPAC17H9.18c,chromosome1,-,2033638,2033955,NA,NA,317,NA,NA
SPAC17H9.19c,chromosome1,-,2034178,2035650,2033801,2035673,1472,377,23
SPAC17H9.20,chromosome1,+,2036403,2039520,2036330,2039520,3117,73,0
SPAC1805.01c,chromosome1,-,2770704,2773213,2770636,2773440,2509,68,227
SPAC1805.02c,chromosome1,-,2774092,2774928,2773773,2774928,836,319,0
SPAC1805.03c ,chromosome1,-,2775340,2776881,2775258,2776907,1541,82,26
SPAC1805.04,chromosome1,+,2777371,2780923,2777017,2780978,3552,354,55
SPAC1805.05,chromosome1,+,2781416,2782934,2781197,2783396,1518,219,462
SPAC1805.06c ,chromosome1,-,2783941,2784930,2783672,2785102,989,269,172
SPAC1805.07c,chromosome1,-,2785536,2786148,NA,2786148,612,NA,0
SPAC1805.08,chromosome1,+,2788070,2788514,2788019,NA,444,51,NA
SPAC1805.09c ,chromosome1,-,2790199,2791221,NA,NA,1022,NA,NA
SPAC1805.10,chromosome1,+,2791243,2792826,2791098,2792855,1583,145,29
SPAC1805.11c ,chromosome1,-,2793017,2793476,2792747,2793476,459,270,0
SPAC1805.12c,chromosome1,-,2794338,2794724,2794120,2794781,386,218,57
SPAC1805.13 ,chromosome1,+,2794938,2795586,2794938,2795607,648,0,21
SPAC1805.14,chromosome1,+,2796469,2797827,2795993,2797918,1358,476,91
SPAC1805.15c,chromosome1,-,2798023,2800231,2797970,2800390,2208,53,159
SPAC1805.16c ,chromosome1,-,2800953,2801900,2800665,2802041,947,288,141
SPAC1805.17,chromosome1,+,2804508,2807744,2804406,2808256,3236,102,512
SPAC1834.01,chromosome1,+,4691927,4693228,4691789,4693384,1301,138,156
SPAC1834.02 ,chromosome1,+,4693771,4698492,4693771,4698559,4721,0,67
SPAC1834.03c,chromosome1,-,4699085,4699396,4698830,4699543,311,255,147
SPAC1834.04,chromosome1,+,4699829,4700239,4699763,4700535,410,66,296
SPAC1834.05 ,chromosome1,+,4702588,4704321,4702291,4704657,1733,297,336
SPAC1834.06c,chromosome1,-,4704790,4705919,4704547,4705921,1129,243,2
SPAC1834.07,chromosome1,+,4706915,4708958,4706803,4709059,2043,112,101
SPAC1834.08,chromosome1,+,4709970,4714989,4709779,4715113,5019,191,124
SPAC1834.09,chromosome1,+,4716570,4717490,4716570,4717636,920,0,146
SPAC1834.10c,chromosome1,-,4717714,4718311,4717714,4718408,597,0,97
SPAC1834.11c ,chromosome1,-,4718738,4721116,4718628,4721488,2378,110,372
SPAC1851.02 ,chromosome1,+,4500634,4501536,4500554,4501706,902,80,170
SPAC1851.03,chromosome1,+,4502408,4503387,4502312,NA,979,96,NA
SPAC1851.04c ,chromosome1,-,4503683,4506841,4503472,4506879,3158,211,38
SPAC186.01,chromosome1,+,5527692,5528672,5527572,5528672,980,120,0
SPAC186.02c,chromosome1,-,5529962,5530960,NA,NA,998,NA,NA
SPAC186.03 ,chromosome1,+,5535198,5536280,5535198,5536280,1082,0,0
SPAC186.04c,chromosome1,-,5538574,5539017,NA,NA,443,NA,NA
SPAC186.05c,chromosome1,-,5540350,5541138,NA,NA,788,NA,NA
SPAC186.06,chromosome1,+,5542419,5542973,NA,NA,554,NA,NA
SPAC186.07c,chromosome1,-,5545615,5546613,NA,NA,998,NA,NA
SPAC186.08c ,chromosome1,-,5548884,5550012,NA,NA,1128,NA,NA
SPAC186.09 ,chromosome1,+,5552811,5554529,NA,NA,1718,NA,NA
SPAC18B11.02c ,chromosome1,+,314030,315214,313952,315279,1184,78,65
SPAC18B11.03c ,chromosome1,+,312264,313586,311918,313787,1322,346,201
SPAC18B11.04,chromosome1,-,310659,311434,310267,311533,775,392,99
SPAC18B11.05 ,chromosome1,-,308381,309661,308381,309937,1280,0,276
SPAC18B11.06 ,chromosome1,-,306964,307947,306801,308011,983,163,64
SPAC18B11.07c,chromosome1,+,305723,306591,305645,306690,868,78,99
SPAC18B11.08c,chromosome1,+,304463,305029,304435,305095,566,28,66
SPAC18B11.09c,chromosome1,+,303161,304019,303115,304019,858,46,0
SPAC18B11.10,chromosome1,-,299628,301711,299375,301797,2083,253,86
SPAC18B11.11 ,chromosome1,-,294902,298786,294755,299101,3884,147,315
SPAC18G6.01c,chromosome1,-,2209896,2210675,2209305,2210675,779,591,0
SPAC18G6.02c,chromosome1,-,2210977,2213859,2210903,2214310,2882,74,451
SPAC18G6.03,chromosome1,+,2215815,2216757,2215686,2217062,942,129,305
SPAC18G6.04c ,chromosome1,-,2217187,2218605,2217115,NA,1418,72,NA
SPAC18G6.05c ,chromosome1,-,2219255,2227340,2219205,2227348,8085,50,8
SPAC18G6.06 ,chromosome1,+,2229015,2229764,2228994,2229985,749,21,221
SPAC18G6.07c,chromosome1,-,2230333,2231412,2229985,2231472,1079,348,60
SPAC18G6.09c,chromosome1,-,2233149,2234087,2231803,2234167,938,1346,80
SPAC18G6.10 ,chromosome1,+,2234598,2236664,2234276,2236695,2066,322,31
SPAC18G6.11c,chromosome1,-,2236996,2238795,2236861,2239226,1799,135,431
SPAC18G6.12c,chromosome1,-,2239501,2240430,2239393,2240546,929,108,116
SPAC18G6.13,chromosome1,+,2241013,2241357,NA,NA,344,NA,NA
SPAC18G6.14c ,chromosome1,-,2241936,2242523,2241813,2242523,587,123,0
SPAC18G6.15,chromosome1,+,2243636,2244622,2243626,2245166,986,10,544
SPAC1952.01 ,chromosome1,+,4968146,4969599,4967998,NA,1453,148,NA
SPAC1952.02 ,chromosome1,+,4969892,4970645,4969652,4970915,753,240,270
SPAC1952.03 ,chromosome1,+,4971117,4972137,4971117,4972238,1020,0,101
SPAC1952.05,chromosome1,+,4974116,4975480,4973664,4975589,1364,452,109
SPAC1952.06c,chromosome1,-,4975746,4977440,4975699,4977844,1694,47,404
SPAC1952.07,chromosome1,+,4978619,4979759,4978507,4979881,1140,112,122
SPAC1952.08c ,chromosome1,-,4980139,4980786,4979881,4980925,647,258,139
SPAC1952.09c ,chromosome1,-,4981334,4982899,4981253,4983568,1565,81,669
SPAC1952.10c,chromosome1,-,4985094,4986294,4984444,4986370,1200,650,76
SPAC1952.11c,chromosome1,-,4986738,4989245,4986738,4989338,2507,0,93
SPAC1952.12c ,chromosome1,-,4990047,4990664,4989781,4990986,617,266,322
SPAC1952.13,chromosome1,+,4991146,4993334,4991146,4993572,2188,0,238
SPAC1952.14c ,chromosome1,-,4993998,4994444,4993743,4994455,446,255,11
SPAC1952.15c,chromosome1,-,4996030,4997222,NA,NA,1192,NA,NA
SPAC1952.16 ,chromosome1,+,4997617,4999955,NA,NA,2338,NA,NA
SPAC1952.17c ,chromosome1,-,5000024,5001976,5000024,5002266,1952,0,290
SPAC19A8.01c ,chromosome1,+,2490863,2494111,2490083,2494209,3248,780,98
SPAC19A8.02,chromosome1,-,2485198,2488937,2485132,2489039,3739,66,102
SPAC19A8.03 ,chromosome1,-,2482966,2484746,2482438,2484911,1780,528,165
SPAC19A8.04,chromosome1,-,2480147,2482104,2480071,2482162,1957,76,58
SPAC19A8.05c,chromosome1,+,2478119,2479951,2477876,NA,1832,243,NA
SPAC19A8.06,chromosome1,-,2475966,2477159,2475946,2477159,1193,20,0
SPAC19A8.07c ,chromosome1,+,2474717,2475586,NA,2475727,869,NA,141
SPAC19A8.08,chromosome1,-,2468794,2471943,2468578,2471987,3149,216,44
SPAC19A8.09 ,chromosome1,-,2467945,2468319,2467752,2468360,374,193,41
SPAC19A8.10,chromosome1,-,2466495,2467259,2466377,2467259,764,118,0
SPAC19A8.11c ,chromosome1,+,2465348,2466213,2465166,2466266,865,182,53
SPAC19A8.12,chromosome1,-,2462726,2464951,NA,2465057,2225,NA,106
SPAC19A8.13,chromosome1,-,2461349,2462134,2461205,NA,785,144,NA
SPAC19A8.14 ,chromosome1,-,2460340,2460957,2460221,2460957,617,119,0
SPAC19A8.15 ,chromosome1,-,2457658,2459751,2457520,2459781,2093,138,30
SPAC19B12.01,chromosome1,+,4875575,4878028,4875438,4878078,2453,137,50
SPAC19B12.02c ,chromosome1,-,4878825,4880453,4878621,4880716,1628,204,263
SPAC19B12.03,chromosome1,+,4883998,4889478,4882968,4889845,5480,1030,367
SPAC19B12.04 ,chromosome1,+,4890335,4890572,4890335,4890778,237,0,206
SPAC19B12.05c,chromosome1,-,4891043,4893505,4890998,4893636,2462,45,131
SPAC19B12.06c,chromosome1,-,4894099,4895073,4894026,4895179,974,73,106
SPAC19B12.07c,chromosome1,-,4895775,4896843,4895775,4896994,1068,0,151
SPAC19B12.08 ,chromosome1,+,4898141,4899286,4898041,4899856,1145,100,570
SPAC19B12.09 ,chromosome1,+,4900565,4900977,4900517,4900977,412,48,0
SPAC19B12.10,chromosome1,+,4901671,4903217,4901619,4904256,1546,52,1039
