Chrom,Strand,Internal ID,Feature class Level 1,Gene Class level 2,Husinga 2004 Gene Class,Systematic ID,Common Name,SGD_Start,SGD_End,SGD_Left,SGD_Right,SGD_Length,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Left,Experiment_Right,Experiment_Length,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Left,NFR/NDR_Right,"NFR/NDR_Dyad-to-Dyad_Length (""9999"" denotes imputed dyad location)",NFR/NDR_Midpoint,Sector_Start,Sector_End,Sector_Left,Sector_Right,Reference Binding Event for Promoter,REF,REF_Coor,REF_type,REF_strand,STM_YPD,SAGA_HS,TF,Cofactor,Bound TF motif,"Consolidated TF
(motif or CX that overlaps Cofactor peak)","Sua7 count
(11743)","Ssl2 count
(11747)","Tfg1 count
(12099)","Tfa1 count
(12101)","Toa1 count
(17053)","Kin28 count
(17983)","Taf2 count
(11846)",PlusOne_Dyad,PlusOne_ID,Median Occupancy,Median Variance,MinusOne_Dyad,MinusOne_ID,Median Occupancy,Median Variance,"MinusOne
Stability (from Kubik Mol Cell 215 (https://doi.org/1.116/j.molcel.215.1.2))",Head_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Head_Assoc_Type,ClosestID_orientation,Tail_assoc,Distance,ClosestID,ClosestID_rankorder,ClosestID_coor,ClosestID_Strand,Tail_Assoc_Type,ClosestID_orientation,TATA_type,TATA left,TATA right,"Fragile vs Stable ""-1"" nucleosomes from Kubik Mol Cell 2015 (https://doi.org/10.1016/j.molcel.2015.10.002)",GO (Gene Ontology) description
chr6,-,10029,01_RP,01_RP,RP,YFL034C-A,RPL22B,64932,64243,64243,64932,689,ST4679,64990,64173,64173,64990,817,65333,64937,64937,65333,396,65135,65333,64073,64073,65333,Rap1_15258_Motif_1_chr6_65172_65172_-,Rap1,65172,Motif,-,Sgf11_CX_chr6_65172_65173,.,Fhl1_CX_chr6_65110_65111,Rsc1_CX_chr6_65103_65104,Rap1_15258_Motif_1_chr6_65172_65172_-,,3459,2464,2119,1775,1483,932,1754,64937,nuc_chr6-64937,98.77370741,25.87877689,65333,nuc_chr6-65333,128.4653031,35.50180953,fragile,H_H,316,H_YFL034W,20932,65306,+,H,Divergent,T_X,119,H_YFL034C-B,40930,64054,-,H,Tandem,TATA_like,64978,64986,fragile,"RPL22B_Ribosomal 60S subunit protein L22A_YFL034C-A|L22B|YFL035C-B|YL31|l1c|rp4|L22e|eL22|ribosomal 60S subunit protein L22B_{Homologous Gene Pair = YLR061W, RPL22A, 0.81}_S0006436"
chr11,+,10030,01_RP,01_RP,RP,YKL156W,RPS27A,158613,159212,158613,159212,599,ST1954,158565,159383,158565,159383,818,158265,158636,158265,158636,371,158451,158265,159483,158265,159483,Rap1_15258_Motif_1_chr11_158406_158406_+,Rap1,158406,Motif,+,Sgf73_CX_chr11_158411_158412,.,Fhl1_CX_chr11_158487_158488,Ifh1_CX_chr11_158481_158482,Rap1_15258_Motif_1_chr11_158406_158406_+,,2682,1811,2266,1824,1297,902,2288,158636,nuc_chr11-158636,146.5205792,33.2427792,158265,nuc_chr11-158265,140.3815291,45.83099013,fragile,X_H,151,T_YKL157W,42303,158414,+,T,Tandem,T_X,1996,H_YKL155C,41918,161379,-,H,Divergent,TATA_like,158533,158541,fragile,"RPS27A_Protein component of the small (40S) ribosomal subunit_YKL156W|S27e|S27A|eS27|YS20|rp61|ribosomal 40S subunit protein S27A_{Homologous Gene Pair = YHR021C, RPS27B, 0.98}_S0001639"
chr12,-,10031,01_RP,01_RP,RP,YLR029C,RPL15A,202590,201976,201976,202590,614,ST5884,202644,201819,201819,202644,825,202986,202644,202644,202986,342,202815,202986,201719,201719,202986,Fhl1_CX_chr12_202794_202795,Fhl1,202794,CX,.,.,.,Fhl1_CX_chr12_202794_202795,Ifh1_CX_chr12_202722_202723,.,,6987,4783,4736,3600,3016,1834,2893,,, , ,202986,nuc_chr12-202986,151.6903222,35.65608674,fragile,X_H,439,T_SUT687,100302,203083,-,T,Tandem,T_X,228,H_SUT248,100052,201591,+,H,Divergent,TATA_like,202671,202679,fragile,"RPL15A_Ribosomal 60S subunit protein L15A_YLR029C|L13A|L15A|YL10|RPL10A|rp15R|L15e|eL15|ribosomal 60S subunit protein L15A_{Homologous Gene Pair = YMR121C, RPL15B, 0.99}_S0004019"
chr4,-,10032,01_RP,01_RP,RP,YDR447C,RPS17B,1355553,1354829,1354829,1355553,724,ST4423,1355609,1354776,1354776,1355609,833,1356057,1355511,1355511,1356057,546,1355784,1356057,1354676,1354676,1356057,Rap1_15258_Motif_1_chr4_1355844_1355844_-,Rap1,1355844,Motif,-,Sgf73_CX_chr4_1355750_1355751,Spt7HS_chr4_1355896_1355897,Fhl1_CX_chr4_1355787_1355788,Ifh1_CX_chr4_1355762_1355763,Rap1_15258_Motif_1_chr4_1355844_1355844_-,,3701,2401,2300,1562,1697,963,1750,1355511,nuc_chr4-1355511,130.0723721,40.13600794,1356057,nuc_chr4-1356057,,,fragile,X_H,363,H_YDR448W,20450,1355972,+,H,Divergent,T_T,73,T_YDR446W,50157,1354703,+,T,Divergent,TATA_like,1355576,1355584,fragile,"RPS17B_Ribosomal protein 51 (rp51) of the small (40s) subunit_YDR447C|S17B|rp51B|RP51B|RPL51B|S17e|ribosomal 40S subunit protein S17B|eS17_{Homologous Gene Pair = YML024W, RPS17A, 0.99}_S0002855"
chr16,-,10033,01_RP,01_RP,RP,YPL249C-A,RPL36B,76239,75699,75699,76239,540,ST6985,76373,75540,75540,76373,833,76515,76373,76373,76515,142,76444,76515,75440,75440,76515,Fhl1_CX_chr16_76458_76459,Fhl1,76458,CX,.,Ada2_CX_chr16_76467_76468,Spt7HS_chr16_76496_76497,Fhl1_CX_chr16_76458_76459,Ada2_CX_chr16_76467_76468,.,,3599,2482,2916,2425,1792,1246,2220,,, , ,76515,nuc_chr16-76515,29.8758149,35.55221329,fragile,X_H,318,H_XUT_16F-28,110413,76691,+,H,Divergent,T_X,292,H_SUT392,100057,75248,+,H,Divergent,TATA_like,76305,76313,fragile,
chr7,-,10034,01_RP,01_RP,RP,YGL189C,RPS26A,148588,148229,148229,148588,359,ST4780,149001,148160,148160,149001,841,149693,148943,148943,149693,9999,149318,149693,148060,148060,149693,Rap1_15258_Motif_1_chr7_149323_149323_-,Rap1,149323,Motif,-,Sgf73_CX_chr7_149153_149154,Spt7HS_chr7_149320_149321,Fhl1_CX_chr7_149239_149240,Esa1_CX_chr7_149307_149308,Rap1_15258_Motif_1_chr7_149323_149323_-,,5188,3252,3676,3037,2118,1586,2449,148943,nuc_chr7-148943,95.90065677,28.63589326,,, , ,fragile,X_H,33,H_YGL188C-A,20015,149034,-,H,Tandem,T_X,215,H_YGL190C,20778,147945,-,H,Tandem,TATA_like,148983,148991,fragile,"RPS26A_Protein component of the small (40S) ribosomal subunit_YGL189C|RPS26|S26A|eS26|S26e|ribosomal 40S subunit protein S26A_{Homologous Gene Pair = YER131W, RPS26B, 0.98}_S0003157"
chr4,+,10035,01_RP,01_RP,RP,YDL075W,RPL31A,322226,322988,322226,322988,762,ST0446,322192,323041,322192,323041,849,321958,322248,321958,322248,290,322103,321958,323141,321958,323141,Hmo1_12836_Motif_1_chr4_321992_321992_+,Hmo1,321992,Motif,+,Ngg1_CX_chr4_321990_321991,.,Fhl1_CX_chr4_322049_322050,Eaf5_CX_chr4_321987_321988,Hmo1_12836_Motif_1_chr4_321992_321992_+,,3705,2531,2444,1732,1528,982,1622,322248,nuc_chr4-322248,103.0702179,35.05436997,321958,nuc_chr4-321958,68.39337681,41.3801441,fragile,X_H,499,H_YDL076C,20334,321693,-,H,Divergent,T_T,176,T_snR63,120080,323217,-,T,Divergent,TATA_like,322152,322160,fragile,"RPL31A_Ribosomal 60S subunit protein L31A_YDL075W|L31A|L34A|RPL34|YL28|L31e|ribosomal 60S subunit protein L31A|eL31_{Homologous Gene Pair = YLR406C, RPL31B, 0.99}_S0002233"
chr12,+,10036,01_RP,01_RP,RP,YLR075W,RPL10,282927,283592,282927,283592,665,ST2195,282879,283728,282879,283728,849,282457,282974,282457,282974,517,282716,282457,283828,282457,283828,Yrr1_17054_Motif_1_chr12_282637_282637_-,Yrr1,282637,Motif,-,Sgf73_CX_chr12_282839_282840,.,Cad1_CX_chr12_282758_282759,Ifh1_CX_chr12_282755_282756,Yrr1_17054_Motif_1_chr12_282637_282637_-,,10583,6765,6507,5846,5382,2832,4022,282974,nuc_chr12-282974,96.19653659,35.21801523,282457,nuc_chr12-282457,88.26644502,40.21953145,fragile,X_H,344,H_SUT258,100065,282535,+,H,Tandem,T_X,55,H_YLR077W,20679,283783,+,H,Tandem,TATA_box,282817,282825,fragile,RPL10_Ribosomal 60S subunit protein L10_YLR075W|L10|GRC5|QSR1|L16|uL16|ribosomal 60S subunit protein L10_S0004065
chr5,+,10037,01_RP,01_RP,RP,YER131W,RPS26B,423952,424311,423952,424311,359,ST0937,423516,424381,423516,424381,865,423106,423584,423106,423584,478,423345,423106,424481,423106,424481,Fhl1_8944_Motif_1_chr5_423278_423278_-,Fhl1,423278,Motif,-,Sgf73_CX_chr5_423296_423297,.,Fhl1_CX_chr5_423296_423297,Ifh1_CX_chr5_423296_423297,Fhl1_8944_Motif_1_chr5_423278_423278_-,,4823,3090,3135,2722,2168,1341,1596,423584,nuc_chr5-423584,120.0766737,31.81050275,423106,nuc_chr5-423106,96.52337098,30.50389606,fragile,X_H,903,T_CUT116,90229,422613,+,T,Tandem,T_X,317,H_snR4,120064,424698,+,H,Tandem,TATA_like,423495,423503,fragile,"RPS26B_Protein component of the small (40S) ribosomal subunit_YER131W|S26B|eS26|S26e|ribosomal 40S subunit protein S26B_{Homologous Gene Pair = YGL189C, RPS26A, 0.98}_S0000933"
chr13,+,10038,01_RP,01_RP,RP,YMR230W,RPS10B,732414,733141,732414,733141,727,ST2659,732369,733234,732369,733234,865,732036,732433,732036,732433,397,732235,732036,733334,732036,733334,Fhl1_8944_Motif_1_chr13_732212_732212_-,Fhl1,732212,Motif,-,Sgf73_CX_chr13_732222_732223,.,Fhl1_CX_chr13_732280_732281,Ifh1_CX_chr13_732229_732230,Fhl1_8944_Motif_1_chr13_732212_732212_-,,2032,1432,1722,1406,1074,707,1393,732433,nuc_chr13-732433,141.3809001,42.26121373,732036,nuc_chr13-732036,121.0373273,35.81602405,fragile,H_H,259,H_SUT737,100166,732110,-,H,Divergent,T_X,271,H_YMR231W,31606,733505,+,H,Tandem,TATA_like,732359,732367,fragile,"RPS10B_Protein component of the small (40S) ribosomal subunit_YMR230W|S10e|eS10|S10B|ribosomal 40S subunit protein S10B_{Homologous Gene Pair = YOR293W, RPS10A, 0.97}_S0004843"
chr3,-,10039,01_RP,01_RP,RP,YCR031C,RPS14A,178220,177500,177500,178220,720,ST3982,178258,177393,177393,178258,865,178609,178187,178187,178609,422,178398,178609,177293,177293,178609,Sfp1_12450_Motif_2_chr3_178445_178445_-,Sfp1,178445,Motif,-,Sgf73_CX_chr3_178434_178435,.,Fhl1_CX_chr3_178421_178422,Ifh1_CX_chr3_178422_178423,Sfp1_12450_Motif_2_chr3_178445_178445_-,,4986,3373,3001,2549,2112,1238,1837,178187,nuc_chr3-178187,116.1500419,41.64093503,178609,nuc_chr3-178609,54.71837275,35.2969692,fragile,X_H,352,T_snR189,120067,178610,-,T,Tandem,T_T,111,T_snR65,120042,177282,+,T,Divergent,TATA_like,178289,178297,fragile,"RPS14A_Protein component of the small (40S) ribosomal subunit_YCR031C|S14A|rp59A|uS11|CRY1|RPL59|S11|ribosomal 40S subunit protein S14A_{Homologous Gene Pair = YJL191W, RPS14B, 0.97}_S0000627"
chr7,+,10040,01_RP,01_RP,RP,YGL135W,RPL1B,254641,255294,254641,255294,653,ST1113,254533,255406,254533,255406,873,254234,254618,254234,254618,384,254426,254234,255506,254234,255506,Fhl1_8944_Motif_1_chr7_254352_254352_+,Fhl1,254352,Motif,+,Sgf73_CX_chr7_254343_254344,.,Fhl1_CX_chr7_254335_254336,Ifh1_CX_chr7_254460_254461,Fhl1_8944_Motif_1_chr7_254352_254352_+,,5942,4099,4349,3744,2585,1861,2889,254618,nuc_chr7-254618,100.7212087,39.24240068,254234,nuc_chr7-254234,79.81456471,37.36422092,fragile,X_H,611,H_YGL136C,40852,253922,-,H,Divergent,T_X,151,H_YGL134W,41275,255557,+,H,Tandem,TATA_like,254500,254508,fragile,"RPL1B_Ribosomal 60S subunit protein L1B_YGL135W|L1B|SSM2|L1|ribosomal 60S subunit protein L1B|uL1_{Homologous Gene Pair = YPL220W, RPL1A, 1}_S0003103"
chr4,-,10041,01_RP,01_RP,RP,YDL061C,RPS29B,340798,340628,340628,340798,170,ST4117,341277,340404,340404,341277,873,341625,341189,341189,341625,436,341407,341625,340304,340304,341625,Rap1_15258_Motif_1_chr4_341448_341448_-,Rap1,341448,Motif,-,Sgf73_CX_chr4_341361_341362,.,Abf1_CX_chr4_341288_341289,Ifh1_CX_chr4_341359_341360,Rap1_15258_Motif_1_chr4_341448_341448_-,,4354,2680,3096,2607,1786,1464,1905,341189,nuc_chr4-341189,81.3195111,30.29264774,341625,nuc_chr4-341625,101.7910333,31.32971965,fragile,H_H,323,H_YDL060W,20800,341600,+,H,Divergent,T_X,159,H_YDL063C,31258,340245,-,H,Tandem,TATA_like,341281,341289,fragile,"RPS29B_Protein component of the small (40S) ribosomal subunit_YDL061C|uS14|YS29B|S29B|S36B|YS29|S14|ribosomal 40S subunit protein S29B_{Homologous Gene Pair = YLR388W, RPS29A, 0.91}_S0002219"
chr14,+,10042,01_RP,01_RP,RP,YNL178W,RPS3,302680,303402,302680,303402,722,ST2800,302648,303529,302648,303529,881,301898,302648,301898,302648,9999,302273,301898,303629,301898,303629,Rap1_15258_Motif_1_chr14_302427_302427_+,Rap1,302427,Motif,+,Tup1_CX_chr14_302003_302004,Spt7HS_chr14_302010_302011,Fhl1_CX_chr14_302517_302518,Ifh1_CX_chr14_302503_302504,Rap1_15258_Motif_1_chr14_302427_302427_+,,5743,3927,3795,2872,2446,1662,2143,,, , ,,, , ,fragile,X_H,1787,H_YNL180C,30603,300861,-,H,Divergent,T_X,1132,H_YNL177C,30569,304661,-,H,Divergent,TATA_like,302606,302614,fragile,RPS3_Protein component of the small (40S) ribosomal subunit_YNL178W|S3|YS3|rp13|uS3|SUF14|ribosomal 40S subunit protein S3_S0005122
chr10,+,10043,01_RP,01_RP,RP,YJR123W,RPS5,651901,652578,651901,652578,677,ST1891,651853,652742,651853,652742,889,651182,651932,651182,651932,9999,651557,651182,652842,651182,652842,Sfp1_12450_Motif_2_chr10_651569_651569_+,Sfp1,651569,Motif,+,Sgf73_CX_chr10_651555_651556,.,Fhl1_CX_chr10_651545_651546,Ifh1_CX_chr10_651557_651558,Sfp1_12450_Motif_2_chr10_651569_651569_+,,4551,2932,2441,1790,1809,1143,1432,651932,nuc_chr10-651932,144.1141768,39.30524585,,, , ,fragile,X_H,487,T_YJR122W,30938,651366,+,T,Tandem,T_X,1748,H_YJR124C,41576,654490,-,H,Divergent,TATA_like,651794,651802,fragile,RPS5_Protein component of the small (40S) ribosomal subunit_YJR123W|S2|S5|YS8|rp14|S7|uS7|ribosomal 40S subunit protein S5_S0003884
chr16,+,10044,01_RP,01_RP,RP,YPR043W,RPL43A,654166,654847,654166,654847,681,ST3534,654101,654990,654101,654990,889,653757,654190,653757,654190,433,653974,653757,655090,653757,655090,Rap1_15258_Motif_1_chr16_653947_653947_+,Rap1,653947,Motif,+,Sgf73_CX_chr16_654031_654032,.,Fhl1_CX_chr16_654030_654031,Ifh1_CX_chr16_654032_654033,Rap1_15258_Motif_1_chr16_653947_653947_+,,5239,3518,3532,2956,2404,1559,2256,654190,nuc_chr16-654190,92.80847055,37.52345513,653757,nuc_chr16-653757,176.9117739,43.59066371,fragile,H_H,299,H_YPR042C,20944,653802,-,H,Divergent,T_T,115,T_YPR045C,30827,655105,-,T,Divergent,TATA_like,654090,654098,fragile,"RPL43A_Ribosomal 60S subunit protein L43A_YPR043W|L43A|L43e|eL43|ribosomal 60S subunit protein L43A_{Homologous Gene Pair = YJR094W-A, RPL43B, 1}_S0006247"
chr11,+,10045,01_RP,01_RP,RP,YKR057W,RPS21A,551657,552242,551657,552242,585,ST2086,551609,552506,551609,552506,897,551297,551684,551297,551684,387,551491,551297,552606,551297,552606,Abf1_15254_Motif_1_chr11_551521_551521_+,Abf1,551521,Motif,+,.,.,Abf1_CX_chr11_551521_551522,.,Abf1_15254_Motif_1_chr11_551521_551521_+,,3231,2117,2405,1928,1661,959,1078,551684,nuc_chr11-551684,57.02597399,38.55806717,551297,nuc_chr11-551297,186.8803994,32.2438432,fragile,X_H,127,T_YKR056W,31136,551482,+,T,Tandem,T_X,111,H_YKR058W,41817,552617,+,H,Tandem,TATA_like,551597,551605,fragile,"RPS21A_Protein component of the small (40S) ribosomal subunit_YKR057W|S21A|S26A|YS25|RPS25|S21e|ribosomal 40S subunit protein S21A|eS21_{Homologous Gene Pair = YJL136C, RPS21B, 0.98}_S0001765"
chr13,+,10046,01_RP,01_RP,RP,YMR194W,RPL36A,651145,651910,651145,651910,765,ST2632,651113,652010,651113,652010,897,650857,651190,650857,651190,333,651024,650857,652110,650857,652110,Rap1_15258_Motif_1_chr13_650987_650987_+,Rap1,650987,Motif,+,.,.,Rap1_CX_chr13_650986_650987,Ifh1_CX_chr13_651029_651030,Rap1_15258_Motif_1_chr13_650987_650987_+,,2115,1567,1619,1348,874,776,1123,651190,nuc_chr13-651190,82.74224488,39.86104787,650857,nuc_chr13-650857,119.0839024,40.37515508,stable,X_H,239,T_YMR193W,40524,650874,+,T,Tandem,T_X,265,H_snR11,120081,652275,+,H,Tandem,TATA_like,651106,651114,stable,"RPL36A_Ribosomal 60S subunit protein L36A_YMR194W|L36A|L39|RPL39B|YL39|L36e|eL36|ribosomal 60S subunit protein L36A_{Homologous Gene Pair = YPL249C-A, RPL36B, 0.98}_S0004807"
chr12,-,10047,01_RP,01_RP,RP,YLR287C-A,RPS30A,713158,712537,712537,713158,621,ST6037,713219,712314,712314,713219,905,713558,713137,713137,713558,421,713348,713558,712214,712214,713558,Fhl1_8944_Motif_1_chr12_713377_713377_+,Fhl1,713377,Motif,+,Sgf73_CX_chr12_713309_713310,.,Fhl1_CX_chr12_713375_713376,Ifh1_CX_chr12_713375_713376,Fhl1_8944_Motif_1_chr12_713377_713377_+,,3547,2333,2578,2110,1511,1085,2172,713137,nuc_chr12-713137,122.2685276,30.36859715,713558,nuc_chr12-713558,166.1606341,31.36996719,fragile,X_H,127,T_YLR288C,41409,713346,-,T,Tandem,T_X,119,H_YLR287C,41301,712195,-,H,Tandem,TATA_like,713168,713176,fragile,"RPS30A_Protein component of the small (40S) ribosomal subunit_YLR287C-A|S30A|eS30|S30e|ribosomal 40S subunit protein S30A_{Homologous Gene Pair = YOR182C, RPS30B, 1}_S0004278"
chr7,-,10048,01_RP,01_RP,RP,YGR027C,RPS25A,534458,534132,534132,534458,326,ST4895,534867,533954,533954,534867,913,535171,534774,534774,535171,397,534973,535171,533854,533854,535171,Fhl1_8944_Motif_1_chr7_535009_535009_+,Fhl1,535009,Motif,+,Sgf73_CX_chr7_535003_535004,Spt7HS_chr7_534991_534992,Fhl1_CX_chr7_535005_535006,Ifh1_CX_chr7_534989_534990,Fhl1_8944_Motif_1_chr7_535009_535009_+,,4056,2824,2771,2422,1903,1464,1570,534774,nuc_chr7-534774,102.9150557,34.22648072,535171,nuc_chr7-535171,63.88386429,35.75960168,fragile,X_H,344,H_YGRWdelta11,140182,535211,+,H,Divergent,T_T,63,T_YGR026W,30388,533891,+,T,Divergent,TATA_like,534852,534860,fragile,"RPS25A_Protein component of the small (40S) ribosomal subunit_YGR027C|eS25|RPS31A|S25A|S31A|YS23|rp45|S25e|ribosomal 40S subunit protein S25A_{Homologous Gene Pair = YLR333C, RPS25B, 0.99}_S0003259"
chr8,-,10049,01_RP,01_RP,RP,YHR141C,RPL42B,382751,381990,381990,382751,761,ST5199,382803,381890,381890,382803,913,383454,382803,382803,383454,651,383129,383454,381790,381790,383454,Rap1_15258_Motif_1_chr8_383106_383106_-,Rap1,383106,Motif,-,Sgf11_CX_chr8_383112_383113,Spt7HS_chr8_383013_383014,Fhl1_CX_chr8_383024_383025,Ifh1_CX_chr8_383017_383018,Rap1_15258_Motif_1_chr8_383106_383106_-,,4193,2752,3060,2589,1806,1525,1914,,, , ,383454,nuc_chr8-383454,,,fragile,X_H,475,H_YHR142W,20361,383278,+,H,Divergent,T_X,163,T_snR32,120066,381727,+,T,Divergent,TATA_like,382818,382826,fragile,"RPL42B_Ribosomal 60S subunit protein L42B_YHR141C|L41B|L42B|MAK18|YL27|YP44|L44e|ribosomal 60S subunit protein L42B|eL42_{Homologous Gene Pair = YNL162W, RPL42A, 1}_S0001183"
chr14,+,10050,01_RP,01_RP,RP,YNL067W,RPL9B,499681,500256,499681,500256,575,ST2870,499633,500554,499633,500554,921,499347,499718,499347,499718,371,499533,499347,500654,499347,500654,Rap1_15258_Motif_1_chr14_499438_499438_-,Rap1,499438,Motif,-,Sgf73_CX_chr14_499579_499580,.,Fhl1_CX_chr14_499439_499440,Nhp6a_CX_chr14_499438_499439,Rap1_15258_Motif_1_chr14_499438_499438_-,,9987,7995,6216,5629,5432,2832,3050,499718,nuc_chr14-499718,132.0811376,41.07634587,499347,nuc_chr14-499347,106.6318174,28.25816503,fragile,X_H,6,T_YNL067W-B,40016,499627,+,T,Tandem,T_X,98,H_ACS_14_500686_-,160199,500652,-,H,Divergent,TATA_like,499533,499541,fragile,RPL9B_Ribosomal 60S subunit protein L9B_YNL067W|L9B|YL11|L8B|rp24|L6|uL6|ribosomal 60S subunit protein L9B_S0005011
chr12,+,10051,01_RP,01_RP,RP,YLR061W,RPL22A,263194,263948,263194,263948,754,ST2185,263135,264064,263135,264064,929,262656,263223,262656,263223,567,262940,262656,264164,262656,264164,Rap1_15258_Motif_1_chr12_262971_262971_+,Rap1,262971,Motif,+,Sgf73_CX_chr12_263101_263102,.,Fhl1_CX_chr12_263038_263039,Ifh1_CX_chr12_263034_263035,Rap1_15258_Motif_1_chr12_262971_262971_+,,4486,3198,3068,2607,1998,1162,1844,263223,nuc_chr12-263223,98.5025807,37.64704549,262656,nuc_chr12-262656,126.0320379,42.0264676,fragile,X_H,247,T_YLR060W,31145,262888,+,T,Tandem,T_X,167,H_YLR063W,30539,264231,+,H,Tandem,TATA_like,263114,263122,fragile,"RPL22A_Ribosomal 60S subunit protein L22A_YLR061W|L22A|YL31|l1c|rp4|L22e|eL22|ribosomal 60S subunit protein L22A_{Homologous Gene Pair = YFL034C-A, RPL22B, 0.81}_S0004051"
chr12,+,10052,01_RP,01_RP,RP,YLR367W,RPS22B,856442,857317,856442,857317,875,ST2361,856439,857368,856439,857368,929,855554,856491,855554,856491,937,856023,855554,857468,855554,857468,Tbf1_14155_Motif_1_chr12_855685_855685_+,Tbf1,855685,Motif,+,Sgf73_CX_chr12_855727_855728,.,Abf1_CX_chr12_855710_855711,Sgf73_CX_chr12_855727_855728,Tbf1_14155_Motif_1_chr12_855685_855685_+,,112,167,289,240,242,245,341,856491,nuc_chr12-856491,131.8948211,37.19996334,855554,nuc_chr12-855554,125.3344634,37.8216305,fragile,X_H,838,T_YLR365W,50079,855601,+,T,Tandem,T_X,111,H_YLR368W,41715,857479,+,H,Tandem, , , ,fragile,RPS22B_Protein component of the small (40S) ribosomal subunit_YLR367W|S22B|S24B|YS22|rp50|S8|uS8|ribosomal 40S subunit protein S22B_S0004359
chr13,+,10053,01_RP,01_RP,RP,YML063W,RPS1B,146482,147249,146482,147249,767,ST2462,146432,147361,146432,147361,929,145892,146501,145892,146501,609,146197,145892,147461,145892,147461,Rap1_15258_Motif_1_chr13_146090_146090_+,Rap1,146090,Motif,+,Ada2_CX_chr13_146170_146171,.,Fhl1_CX_chr13_146198_146199,Ada2_CX_chr13_146170_146171,Rap1_15258_Motif_1_chr13_146090_146090_+,,4400,2905,3529,2968,1884,1467,2336,146501,nuc_chr13-146501,110.3448565,31.85332625,145892,nuc_chr13-145892,,,fragile,X_H,459,H_YML064C,20235,145973,-,H,Divergent,T_T,51,T_YML062C,41085,147412,-,T,Divergent,TATA_like,146397,146405,fragile,"RPS1B_Ribosomal protein of the small (40S) subunit_YML063W|S1B|rp10B|PLC2|RP10B|S1e|eS1|ribosomal 40S subunit protein S1B_{Homologous Gene Pair = YLR441C, RPS1A, 0.96}_S0004528"
chr5,-,10054,01_RP,01_RP,RP,YER056C-A,RPL34A,270185,269423,269423,270185,762,ST4576,270223,269294,269294,270223,929,270917,270167,270167,270917,9999,270542,270917,269194,269194,270917,Rap1_15258_Motif_1_chr5_270493_270493_+,Rap1,270493,Motif,+,Sgf73_CX_chr5_270388_270389,Spt7HS_chr5_270357_270358,Fhl1_CX_chr5_270416_270417,Ifh1_CX_chr5_270416_270417,Rap1_15258_Motif_1_chr5_270493_270493_+,,3061,2094,2320,1871,1572,1009,1615,270167,nuc_chr5-270167,69.69067277,32.39493019,,, , ,fragile,H_H,426,H_XUT_5F-129,110251,270649,+,H,Divergent,T_X,197,H_XUT_5R-126,110187,269097,-,H,Tandem,TATA_like,270241,270249,fragile,"RPL34A_Ribosomal 60S subunit protein L34A_YER056C-A|L34A|L34e|ribosomal 60S subunit protein L34A|eL34_{Homologous Gene Pair = YIL052C, RPL34B, 0.98}_S0002135"
chr2,+,10055,01_RP,01_RP,RP,YBL092W,RPL32,45978,46370,45978,46370,392,ST0053,45547,46484,45547,46484,937,44989,45666,44989,45666,677,45328,44989,46584,44989,46584,Rap1_15258_Motif_1_chr2_45176_45176_+,Rap1,45176,Motif,+,Sgf73_CX_chr2_45276_45277,Spt7HS_chr2_45167_45168,Fhl1_CX_chr2_45288_45289,Ifh1_CX_chr2_45261_45262,Rap1_15258_Motif_1_chr2_45176_45176_+,,4397,2729,2532,1807,1642,1188,1515,45666,nuc_chr2-45666,119.410721,40.46193031,44989,nuc_chr2-44989,,,fragile,H_H,83,H_SUT437,100010,45464,-,H,Divergent,T_T,43,T_YBL091C-A,30159,46527,-,T,Divergent,TATA_like,45547,45555,fragile,RPL32_Ribosomal 60S subunit protein L32_YBL092W|L32|L32e|ribosomal 60S subunit protein L32|eL32_S0000188
chr12,+,10056,01_RP,01_RP,RP,YLR388W,RPS29A,898651,898821,898651,898821,170,ST2372,897982,898919,897982,898919,937,897232,897982,897232,897982,9999,897607,897232,899019,897232,899019,Rap1_15258_Motif_1_chr12_897867_897867_+,Rap1,897867,Motif,+,Sgf73_CX_chr12_897925_897926,.,Fhl1_CX_chr12_897931_897932,Sgf73_CX_chr12_897925_897926,Rap1_15258_Motif_1_chr12_897867_897867_+,,2311,1347,1727,1276,1160,841,1499,,, , ,,, , ,fragile,H_H,211,H_YLR387C,20552,897771,-,H,Divergent,T_X,261,H_snR34,120073,899180,+,H,Tandem, , , ,fragile,"RPS29A_Protein component of the small (40S) ribosomal subunit_YLR388W|uS14|YS29A|S29A|S36A|YS29|S14|ribosomal 40S subunit protein S29A_{Homologous Gene Pair = YDL061C, RPS29B, 0.91}_S0004380"
